title,phrase
US - Durvalumab - RE3_OngoingStudies_TOPAZ1,TOPAZ-1 results
US - Durvalumab - RE3_OngoingStudies_TOPAZ1,What was the data from TOPAZ-1
US - Durvalumab - RE3_OngoingStudies_TOPAZ1,TOPAZ-1 Dosing regimen
US - Durvalumab - RE3_OngoingStudies_TOPAZ1,Topaz trial information
US - Osimertinib - SA3_AdverseEvents_Detect,AE
US - Osimertinib - SA3_AdverseEvents_Detect,Adverse event
US - Osimertinib - SA3_AdverseEvents_Detect,Report an adverse event
US - T-DXd - RE4_OngoingStudies_J101_HER2Positive,What are the results of J101 trial in HER2 positive breast cancer cohort
US - Olaparib - RE4_PublishedData_PROpel_HRRTesting,How testing for HRRm was conducted in PROpel?
US - Olaparib - RE4_PublishedData_PROpel_HRRTesting,PROpel HRR
US - Olaparib - RE4_PublishedData_PROpel_HRRTesting,PROpel HRRm
US - Olaparib - RE4_PublishedData_PROpel_HRRTesting,PROpel non-HRRm
US - Olaparib - RE4_PublishedData_PROpel_HRRTesting,PROpel testing
US - Olaparib - RE4_PublishedData_PROpel_HRRTesting,PROpel mutation testing
US - Acalabrutinib - SA4_AdverseEvents_CVS_Hypertension,hypertension with acalabrutinib
US - Acalabrutinib - SA4_AdverseEvents_CVS_Hypertension,What is the incidence of hypertension with acalabrutinib.?
US - Acalabrutinib - SA4_AdverseEvents_CVS_Hypertension,Acalabrutinib and hypertension
US - Acalabrutinib - SA4_AdverseEvents_CVS_Hypertension,Management of Hypertension and acalabrutinib
US - Acalabrutinib - SA4_AdverseEvents_CVS_Hypertension,management of hypertension and calquence
US - Acalabrutinib - SA4_AdverseEvents_CVS_Hypertension,hypertension events with calquence
US - Acalabrutinib - SA4_AdverseEvents_CVS_Hypertension,calquence and HT
US - Acalabrutinib - SA4_AdverseEvents_CVS_Hypertension,onset and duration of hypertension with calquence
US - Olaparib - RE4_PublishedData_PROpel_Demographics,What is the difference between patient populations of PROfound and PROpel studies?
US - Olaparib - RE4_PublishedData_PROpel_Demographics,Profound vs PROpel
US - Olaparib - RE4_PublishedData_PROpel_Demographics,PROpel patient population
US - Olaparib - RE4_PublishedData_PROpel_Demographics,PROpel demographics
US - Olaparib - RE4_PublishedData_PROpel_Demographics,Profound patient population
US - Olaparib - RE4_PublishedData_PROpel_Demographics,Profound demographics
US - Tremelimumab - ST2_OutOfSafeTempRange,Temperature Excursions in Treme
US - Tremelimumab - ST2_OutOfSafeTempRange,Treme/Imjudo was left at room temperature for 'x' hours
US - Tremelimumab - ST2_OutOfSafeTempRange,Can treme/Imjudo be used if left at 'x' temp for 'y' hours
US - Osimertinib - RE3_OngoingStudies_SAVANNAH,SAVANNAH
US - Osimertinib - RE3_OngoingStudies_SAVANNAH,SAVANNAH Study
US - Osimertinib - RE3_OngoingStudies_SAVANNAH,SAVANNAH trial 
US - T-DXd - CO1_Cost,What is the cost of Enhertu
US - Durvalumab - RE3_PublishedData_ADRIATIC,What are the results of the ADRIATIC trial?
US - Durvalumab - RE3_PublishedData_ADRIATIC,imfinzi adriatic
US - Acalabrutinib - SA4_WarningsPrecautions_CNS_BBB,acalabrutinib crossing blood-brain barrier
US - Acalabrutinib - SA4_WarningsPrecautions_CNS_BBB,acalabrutinib and CNS penetration
US - Acalabrutinib - SA4_WarningsPrecautions_CNS_BBB,calquence and BBB
US - Acalabrutinib - SA4_WarningsPrecautions_CNS_BBB,Can acalabrutinib cross the blood-brain barrier?  
US - Acalabrutinib - SA4_WarningsPrecautions_CNS_BBB,Does acalabrutinib have CNS penetration?
US - T-DXd - IN1_IndicationsClinicalUse,What is Enhertu® indicated for?
US - T-DXd - IN1_IndicationsClinicalUse,What are the indications of T-DXd?
US - T-DXd - IN1_IndicationsClinicalUse,Uses of enhertu
US - Durvalumab - ST2_HandlingInstructions,How do you handle Imfinzi? MSDS
US - Durvalumab - ST2_HandlingInstructions,imfinzi handling
US - T-dxd - RE3_OngoingStudies_HUDSON,HUDSON trial
US - T-dxd - RE3_OngoingStudies_HUDSON,Enhertu HUDSON
US - T-dxd - RE3_OngoingStudies_HUDSON,T-DXd HUDSON
US - T-dxd - RE3_OngoingStudies_HUDSON,Imfinzi and Enhertu in lung cancer
US - T-dxd - RE3_OngoingStudies_HUDSON,Imfinzi and Enhertu in NSCLC
US - T-dxd - RE3_OngoingStudies_HUDSON,durvalumab and trastuzumab deruxtecan in lung cancer
US - T-dxd - RE3_OngoingStudies_HUDSON,durvalumab and trastuzumab deruxtecan in NSCLC 
US - T-dxd - RE3_OngoingStudies_HUDSON,durvalumab and T-DXd in lung cancer 
US - T-dxd - RE3_OngoingStudies_HUDSON,durvalumab and T-DXd in NSCLC
US - T-DXd - DO2_Variations,General dosage modifications for adverse reactions enhertu
US - T-DXd - DO2_Variations,Dose interruptions for adverse events with Enhertu
US - T-DXd - DO2_Variations,Dose modifications of enhertu during side effects
US - T-DXd - DO2_Variations,Management of enhertu induced adverse events
US - Durvalumab - CO1_Cost,Aquisition cost for durvalumab
US - Durvalumab - CO1_Cost,Cost of durvalumab
US - Osimertinib - AV3_Resp_Recurrence,Will patients with recurrence in ADAURA have access to Tagrisso® (osimertinib)?
US - Camizestrant - SS3_CONTACTPHARMAGROUP_ASCO2023,ASCO 2023 Cami
US - Durvalumab - IN2_Renal,Can Imfinzi® (durvalumab) be used in patients with renal impairment?
US - Durvalumab - IN2_Renal,imfinzi renal impairment
US - Durvalumab - IN2_Renal,durvalumab use in patients with renal impairment
US - Durvalumab - IN2_Renal,Imfinzi use in pattients with Renal impairment
US - T-dxd - RE4_PublishedData_DESTINYGastric01_ESMO,What were the results of the DESTINY-Gastric01 trial?
US - T-dxd - RE4_PublishedData_DESTINYGastric01_ESMO,ENHERTU DG01 results
US - T-dxd - RE4_PublishedData_DESTINYGastric01_ESMO,DG01 results
US - T-dxd - RE4_PublishedData_DESTINYGastric01_ESMO,DG-01 results
US - T-dxd - RE4_PublishedData_DESTINYGastric01_ESMO,DESTINY-GASTRIC01 results
US - T-dxd - RE4_PublishedData_DESTINYGastric01_ESMO,destiny-gastric01 her2 low
US - T-dxd - RE4_PublishedData_DESTINYGastric01_ESMO,dg01 her2 low
US - T-dxd - RE4_PublishedData_DESTINYGastric01_ESMO,Enhertu gastric HER2 low
US - T-dxd - RE3_OngoingStudies_DESTINYGastric03,Destiny Gastric03 ESMO GI 2022
US - T-dxd - RE3_OngoingStudies_DESTINYGastric03,ENHERTU DG03
US - T-dxd - RE3_OngoingStudies_DESTINYGastric03,DESTINY-GASTRIC03
US - T-dxd - RE3_OngoingStudies_DESTINYGastric03,DG03
US - T-dxd - RE3_OngoingStudies_DESTINYGastric03,DG-03
US - Dato-dxd - RE4_OngoingStudies_Oncology_Lung,What is the clinical development plan for Dato-DXd in NSCLC?
US - Dato-dxd - RE4_OngoingStudies_Oncology_Lung,Ongoing studies assessing Dato-DXd in NSCLC
US - Dato-dxd - RE4_OngoingStudies_Oncology_Lung,Ongoing Dato-DXd trials in NSCLC
US - Dato-dxd - RE4_OngoingStudies_Oncology_Lung,Monotherapy Dato-DXd trials in NSCLC
US - Dato-dxd - RE4_OngoingStudies_Oncology_Lung,Combination Dato-DXd trials in NSCLC
US - Dato-dxd - RE4_OngoingStudies_Oncology_Lung,Clinical Development Plan for Dato-DXd in lung cancer
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_Mutations,What is the efficacy of Lynparza in prostate cancer patients with gene mutations?
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_Mutations,What are the endpoints based on the homologous recombination repair mutation (HRRm) in patients with metastatic castration-resistant prostate cancer (mCRPC) ? Lynparza
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_Mutations,Prostate HRRm lynparza
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_Mutations,Prostate HRRm data lynparza
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_Mutations,prostate cancer gene mutation data
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_Mutations,prostate cancer gene data lynparza
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_Mutations,mCRPC gene mutation data
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_Mutations,mCRPC gene data lynparza
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_Mutations,ATM prostate lynparza
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_Mutations,CDK12 prostate lynparza
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_Mutations,gene by gene analysis in prostate lynparza
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_Mutations,olaparib gene mutation data
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_Mutations, Profound gene mutations
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_Mutations,Efficacy in mCRPC with Mutations in PROfound
US - T-dxd - RE4_PUBLISHEDDATA_PANTUMOR_SAFETY,Enhertu pantumor safety
US - T-dxd - RE4_PUBLISHEDDATA_PANTUMOR_SAFETY,DESTINY-PANTUMOR safety
US - T-dxd - RE4_PUBLISHEDDATA_PANTUMOR_SAFETY,DESTINY-PanTumor02 safety
US - T-dxd - RE4_PUBLISHEDDATA_PANTUMOR_SAFETY,DESTINY-PanTumor01 safety
US - Capivasertib - ONGOING STUDIES BREAST CANCER,What is the clinical development plan for capivasertib?
US - Capivasertib - ONGOING STUDIES BREAST CANCER,What are the ongoing studies assessing capivasertib?
US - Capivasertib - ONGOING STUDIES BREAST CANCER,ongoing studies for capivasertib
US - Capivasertib - ONGOING STUDIES BREAST CANCER,clinical development plan for capivasertib
US - Capivasertib - ONGOING STUDIES BREAST CANCER,ongoing trials for capivasertib 
US - Acalabrutinib - IN4_Immune_Ibrutinib_Intolerance,acalabrutinib in patients intolerant to ibrutinib
US - Acalabrutinib - IN4_Immune_Ibrutinib_Intolerance,acalabrutinib in patients relapsed on ibrutinib
US - Acalabrutinib - IN4_Immune_Ibrutinib_Intolerance,calquence in ibrutinib intolerant patientsIs
US - Acalabrutinib - IN4_Immune_Ibrutinib_Intolerance,there any information on the use of acalabrutinib in patients intolerant to ibrutinib or relapsed on ibrutinib?
US - Durvalumab - DE3_Packaging_OverfillVolume,What is the overfill volume for Imfinzi® (durvalumab)?
US - Durvalumab - DE3_Packaging_OverfillVolume,imfinzi overfill
US - Osimertinib - CheckpointInhibitor_Before,Can I use Tagrisso® (osimertinib) after a checkpoint inhibitor?
US - Osimertinib - CheckpointInhibitor_Before,ICI/CPI before osimertinib; nivolumab/pembrolizumab/atezolimumab before osimertinib
US - Osimertinib - CheckpointInhibitor_Before,IO before osimertinib
US - Osimertinib - CheckpointInhibitor_Before,IO before Tagrisso
US - Acalabrutinib - RE4_C_PUBLISHEDDATA_MAIC,MAIC calquence
US - Acalabrutinib - RE4_C_PUBLISHEDDATA_MAIC,MAIC in TN CLLMAIC ASCO 2023 poster
US - Acalabrutinib - RE4_C_PUBLISHEDDATA_MAIC,MAIC in RR CLL
US - Acalabrutinib - RE4_C_PUBLISHEDDATA_MAIC,Do you have any data on the comparison of acalabrutinib vs zanubrutinib in CLL
US - Acalabrutinib - RE4_C_PUBLISHEDDATA_MAIC,acalabrutinib vs zanubrutinib
US - Acalabrutinib - RE4_C_PUBLISHEDDATA_MAIC,calquence vs brukinsa
US - Acalabrutinib - RE4_C_PUBLISHEDDATA_MAIC,acala and zanu
US - Acalabrutinib - RE4_C_PUBLISHEDDATA_MAIC,MAIC iwCLL poster
US - Olaparib - RE4_PublishedData_PROfound_Efficacy,what are the efficacy results of PROfound?
US - Olaparib - RE4_PublishedData_PROfound_Efficacy,PROfound efficacy
US - Olaparib - RE4_PublishedData_PROfound_Efficacy,PROfound efficacy results
US - Olaparib - RE4_PublishedData_PROfound_Efficacy,PROfound efficacy endpoints
US - Olaparib - SA3_AdverseEvents_Heme,What is the rate of hematologic adverse events with Lynparza?  
US - Olaparib - SA3_AdverseEvents_Heme,What are the hematological toxicities with olaparib?
US - Olaparib - SA3_AdverseEvents_Heme,Lynparza/olaparib hematological adverse events
US - Olaparib - SA3_AdverseEvents_Heme,Lynparza/olaparib hematological AEs
US - Olaparib - SA3_AdverseEvents_Heme,Lynparza/olaparib hematological toxicities
US - Olaparib - ST1_StorageStability,How should Lynparza be stored?
US - Olaparib - ST1_StorageStability,"Lynparza was stored outside the recommended temperature, is it still ok to use?"
US - Olaparib - ST1_StorageStability,Lynparza storage
US - Olaparib - ST1_StorageStability,Lynparza tablets storage
US - Olaparib - ST1_StorageStability,Lynparza/olaparib excursion data
US - Olaparib - ST1_StorageStability,Lynparza/olaparib excursion 
US - Olaparib - ST1_StorageStability,Lynparza/olaparib temperature excursion
US - Acalabrutinib - SA4_AdverseEvents_Heme_Lymphocytosis,lymphocytosis and acalabrutinib
US - Acalabrutinib - SA4_AdverseEvents_Heme_Lymphocytosis,elevated lymphocytes with calquence
US - Acalabrutinib - SA4_AdverseEvents_Heme_Lymphocytosis,onset of lymphocytosis with acalabrutinib
US - Acalabrutinib - SA4_AdverseEvents_Heme_Lymphocytosis,duration of lymphocytosis with calquence
US - Acalabrutinib - SA4_AdverseEvents_Heme_Lymphocytosis,What is the incidence of lymphocytosis in patients treated with acalabrutinib? 
US - Acalabrutinib - SA4_AdverseEvents_Heme_Lymphocytosis, What is the approximate onset and duration of lymphocytosis?
US - Acalabrutinib - SA4_AdverseEvents_Heme_Lymphocytosis,Calquence
US - Acalabrutinib - SA4_AdverseEvents_Heme_Lymphocytosis,lymphocytosis and calquence
US - Acalabrutinib - SA4_AdverseEvents_Heme_Lymphocytosis,lymphocytosis with acalabrutinib in CLL and MCL 
US - Camizestrant - SERENA-2 EFFICACY,What is the efficacy results for SERENA-2
US - Camizestrant - SERENA-2 EFFICACY,SERENA-2 efficacy results
US - Olaparib - EF4_ClinicalTrials_Reproduction_Breast_PALB2,Do you have any data in patients with PALB2-mutated breast cancer? Lynparza
US - Olaparib - EF4_ClinicalTrials_Reproduction_Breast_PALB2,Lynparza PALB2 mutated breast cancer
US - Olaparib - EF4_ClinicalTrials_Reproduction_Breast_PALB2,Efficacy of Lynparza in PALB2 mutated breast cancer
US - Olaparib - EF4_ClinicalTrials_Reproduction_Breast_PALB2,Lynparza efficacy difference in BRCA1 vs. BRCA2 ovarian cancer
US - Camizestrant - RE3_PublishedData_SERENA2,What is the trial design for SERENA-2
US - Camizestrant - RE3_PublishedData_SERENA2,SERENA-2 results
US - Camizestrant - RE3_PublishedData_SERENA2,SERENA-2 trial design
US - Osimertinib - RE3_PublishedData_FirstLineTherapy,Tagrisso first line therapy
US - T-dxd - SA4_WarningsPrecautions_GIT_Gastric,What is the safety of ENHERTU in gastric cancer?
US - T-dxd - SA4_WarningsPrecautions_GIT_Gastric,ENHERTU safety gastric cancer
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_ESR,What is the prostate BRCAAway data released at ASCO 2022?
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_ESR,BRCAAway
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_ESR,BRCAAway ASCO 2022
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_ESR,Hussain et al ASCO 2022 lynparza
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_ESR,Hussain ASCO 2022 lynparza
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_ESR,BRCAAway Hussain
US - Olaparib - EF4_ClinicalTrials_Reproduction_Prostate_ESR,Prostate ESR ASCO 2022 lynparza
US - Olaparib - AV3_Packaging_Bottle,Can I dispense Lynparza in a prescription bottle?
US - Olaparib - AV3_Packaging_Bottle,Remove Lynparza/olaparib from original bottle
US - Olaparib - AV3_Packaging_Bottle,Dispense Lynparza/olparib in prescription bottle
US - Olaparib - AV3_Packaging_Bottle,Store Lynparza/olaparib outside original bottle
US - Olaparib - AV3_Packaging_Bottle,Lynparza pharmacy sub-dispensing
US - Olaparib - AV3_Packaging_Bottle,Lynparza/olaparib Prescription bottle
US - Olaparib - AV3_Packaging_Bottle,olaparib prescription bottle
US - Olaparib - AV3_Packaging_Bottle,lynparza prescription bottle
US - Olaparib - AV3_Packaging_Bottle,olaparib prescription vial
US - Olaparib - AV3_Packaging_Bottle,Lynparza prescription vial
US - Olaparib - AV3_Packaging_Bottle,lynparza prescription bottle
US - Olaparib - AV3_Packaging_Bottle,olaparib prescription bottle
US - Olaparib - AV3_Packaging_Bottle,dispensing lynparza in prescription bottle
US - Olaparib - AV3_Packaging_Bottle,dispensing olaparib in prescription bottle
US - Olaparib - RE4_PublishedData_LUCY_Efficacy,Lucy efficacy
US - Olaparib - RE4_PublishedData_LUCY_Efficacy,LUCY efficacy results
US - Olaparib - RE4_PublishedData_LUCY_Efficacy,LUCY efficacy
US - Olaparib - RE4_PublishedData_LUCY_Efficacy,Efficacy of LUCY
US - Olaparib - RE4_PublishedData_LUCY_Efficacy,Efficacy in LUCY
US - T-dxd - RE3_PublishedData_DESTINYLung01,DESTINY Lung01 Trial Design
US - T-dxd - RE3_PublishedData_DESTINYLung01,Destiny-Lung 01
US - T-dxd - RE3_PublishedData_DESTINYLung01,Destiny Lung 01
US - T-dxd - RE3_PublishedData_DESTINYLung01,Destiny-Lung 1
US - T-dxd - RE3_PublishedData_DESTINYLung01,Destiny Lung 1
US - T-dxd - RE3_PublishedData_DESTINYLung01,DL-01
US - T-dxd - RE3_PublishedData_DESTINYLung01,DL1
US - T-dxd - RE3_PublishedData_DESTINYLung01,DL01
US - T-dxd - RE3_PublishedData_DESTINYLung01,DL 1
US - T-dxd - RE3_PublishedData_DESTINYLung01,DL 01
US - Osimertinib - TE1_TestingMonitoring,Which patients should I test?
US - Osimertinib - TE1_TestingMonitoring,who should be tested
US - Osimertinib - TE1_TestingMonitoring,molecular testing
US - Osimertinib - TE1_TestingMonitoring,when should I test
US - Osimertinib - TE1_TestingMonitoring,HRD testing in tagrisso
US - Osimertinib - TE1_TestingMonitoring,What is HRD testing in tagrisso
US - Osimertinib - TE1_TestingMonitoring,info about HRD testing tagrisso
US - Osimertinib - TE1_TestingMonitoring,tagrisso What is HRD testing
US - Olaparib - IN3_Procedures_Radiation,Can Lynparza be used with radiation therapy?
US - Olaparib - IN3_Procedures_Radiation,Lynparza in combination with radiation
US - Olaparib - IN3_Procedures_Radiation,Lynparza in combination with radiotherapy
US - Acalabrutinib - IN3_Heme_FL,Calquence use in follicular lymphoma
US - Acalabrutinib - IN3_Heme_FL,Data on the use of acalabrutinib in patients with Follicular Lymphoma (FL)
US - Acalabrutinib - IN3_Heme_FL,Acalabrutinib and FL
US - Acalabrutinib - IN3_Heme_FL,Calquence and follicular lymphoma
US - Acalabrutinib - IN3_Heme_FL,Follicular lymphoma data ASH 2022
US - Acalabrutinib - IN3_Heme_FL,Acalabrutinib and follicular lymphoma ASH 2022
US - Acalabrutinib - IN3_Heme_FL,ASH 2023 follicular lymphoma
US - Acalabrutinib - IN3_Heme_FL,ASH 2023 Congress materials FL
US - Acalabrutinib - IN3_Heme_FL,ASH 2023 Calquence FL
US - Osimertinib - DI3_Procedure_Radiation,Can I use Osimertinib with radiation?
US - Osimertinib - DI3_Procedure_Radiation,coadministration/conjunction with radiation therapy/tx
US - Osimertinib - DI3_Procedure_Radiation,radiation
US - Osimertinib - DI3_Procedure_Radiation,tagrisso and radiation
US - Osimertinib - DI3_Procedure_Radiation,tagrisso and radiation therapy
US - Olaparib - AD4_Coadministration_Vaccines_COVID,Can Lynparza be administered with COVID-19 vaccines?
US - Olaparib - AD4_Coadministration_Vaccines_COVID,Can Olaparib be administered with COVID-19 vaccines?
US - Olaparib - AD4_Coadministration_Vaccines_COVID,Lynparza with COVID vaccine
US - Olaparib - AD4_Coadministration_Vaccines_COVID,Olaparib with COVID vaccine
US - Olaparib - AD4_Coadministration_Vaccines_COVID,Lynparza/olaparib with COVID-19 vaccine
US - Olaparib - AD4_Coadministration_Vaccines_COVID,Administration of Lynparza/olaparib with Covid-19 vaccine
US - Olaparib - AD4_Coadministration_Vaccines_COVID,Administration of Lynparza with Covid vaccine
US - Olaparib - AD4_Coadministration_Vaccines_COVID,Administration of olaparib with Covid vaccine
US - Olaparib - RE4_PublishedData_OreO_Safety,AWhat is the safety of the OReO study?
US - Olaparib - RE4_PublishedData_OreO_Safety,OReO safety results
US - Olaparib - RE4_PublishedData_OreO_Safety,OReO safety
US - Olaparib - RE4_PublishedData_OreO_Safety,Safety in OReO
US - Olaparib - RE4_PublishedData_OreO_Safety,Safety of OReO
US - Durvalumab - EF4_ClinicalTrials_Resp_LSSCLC,Trials in LS-SCLC
US - Durvalumab - EF4_ClinicalTrials_Resp_LSSCLC,imfinzi lssclc
US - Durvalumab - EF4_ClinicalTrials_Resp_LSSCLC,imfinzi ls-sclc
US - Olaparib - RE3_PublishedData_OlympiA,Olympia trial
US - Olaparib - RE3_PublishedData_OlympiA,OlympiA study results
US - Olaparib - RE3_PublishedData_OlympiA,OlympiA  results
US - Olaparib - RE3_PublishedData_OlympiA,OlympiA data
US - Acalabrutinib - DI3_Drugs_Anticoagulants,Acalabrutinib and anticoagulants
US - Acalabrutinib - DI3_Drugs_Anticoagulants,Acalabrutinib and antiplatelets
US - Acalabrutinib - DI3_Drugs_Anticoagulants,Acalabrutinib and antithrombotic
US - Acalabrutinib - DI3_Drugs_Anticoagulants,Calquence and anticoagulants
US - Acalabrutinib - DI3_Drugs_Anticoagulants,Calquence and antiplatelets
US - Acalabrutinib - DI3_Drugs_Anticoagulants,Do you have any information on the use of acalabrutinib in patients receiving  anticoagulants/antiplatelets/antithrombotic?
US - Acalabrutinib - DI3_Drugs_Anticoagulants,Calquence and antithrombotic
US - Durvalumab - EF3_ClinicalTrials_MetastaticNSCLC,What trials are available for Imfinzi® (durvalumab) in metastatic NSCLC?
US - Durvalumab - EF3_ClinicalTrials_MetastaticNSCLC,What are the trials in metastatic NSCLC for Imfinzi?
US - Durvalumab - EF3_ClinicalTrials_MetastaticNSCLC,Imfinzi metastatic NSCLC trials
US - Osimertinib - CO3_Support_FinancialAssistance,Is there financial assistance for Tagrisso® (osimertinib)?
US - Osimertinib - CO3_Support_FinancialAssistance,tagrisso and financial aid
US - T-dxd - RE3_PUBLISHEDDATA_DESTINYBREAST08,DB08
US - T-dxd - RE3_PUBLISHEDDATA_DESTINYBREAST08,Destiny-B08
US - T-dxd - RE3_PUBLISHEDDATA_DESTINYBREAST08,Destiny-Breast 08
US - T-dxd - RE3_PUBLISHEDDATA_DESTINYBREAST08,Trastuzumab Deruxtecan-DB08
US - T-dxd - RE3_PUBLISHEDDATA_DESTINYBREAST08,Enhertu-DB08
US - T-dxd - RE3_PUBLISHEDDATA_DESTINYBREAST08,Trastuzumab Deruxtecan-Destiny Breast 08
US - T-dxd - RE3_PUBLISHEDDATA_DESTINYBREAST08,DB08-study design
US - T-dxd - RE3_PUBLISHEDDATA_DESTINYBREAST08,Enhertu- Destiny Breast 08
US - T-dxd - RE3_PUBLISHEDDATA_DESTINYBREAST08,Combination with ana or fulv in HER2-low HR+ mBC
US - T-dxd - RE3_PUBLISHEDDATA_DESTINYBREAST08,Overview of DB08
US - T-dxd - RE3_PUBLISHEDDATA_DESTINYBREAST08, Overview of Destiny-Breast 08
US - T-dxd - RE3_PUBLISHEDDATA_DESTINYBREAST08,DB08-efficacy data
US - T-dxd - RE3_PUBLISHEDDATA_DESTINYBREAST08,DB08-safety data
US - Capivasertib - CAPITELLO-292,What is the trial design for Capitello-292?
US - Capivasertib - CAPITELLO-292,Capitello-292 trial design
US - Capivasertib - CAPITELLO-292,Capitello-292 study overview 
US - Acalabrutinib - SA2_AEManagement,management of adverse event with calquence
US - Acalabrutinib - SA2_AEManagement,calquence dose modifications for adverse events
US - Acalabrutinib - SA2_AEManagement,AE management and acalabrutinib
US - Acalabrutinib - SA2_AEManagement,What are the recommended dose modifications for patients on acalabrutinib experiencing thrombocytopenia/neutropenia/anemia?
US - Acalabrutinib - SA2_AEManagement,What to do in the case of an adverse event? Calquence
US - Acalabrutinib - SA2_AEManagement,Do you have information on the incidence and management of headache with acalabrutinib?
US - Durvalumab - RE3_PUBLISHEDDATA_DUO-E,DUO-E study
US - Durvalumab - RE3_PUBLISHEDDATA_DUO-E,DUO-E efficacy
US - Durvalumab - RE3_PUBLISHEDDATA_DUO-E,Efficacy of DUO-E
US - Durvalumab - RE3_PUBLISHEDDATA_DUO-E,Efficacy results DUO-E
US - Durvalumab - RE3_PUBLISHEDDATA_DUO-E,Efficacy in DUO-E
US - Durvalumab - RE3_PUBLISHEDDATA_DUO-E,Durvalumab DUO-E study
US - Durvalumab - RE3_PUBLISHEDDATA_DUO-E,Imfinzi DUO-E study
US - Camizestrant - RE4_PublishedData_SERENA1_Efficacy,What is the efficacy results for SERENA-1?
US - Durvalumab - RE3_OngoingStudies_CLOVER,What are the results of CLOVER?
US - Durvalumab - RE3_OngoingStudies_CLOVER,imfinzi clover
US - Durvalumab - RE3_OngoingStudies_POSEIDON,POSEIDON trial design
US - Durvalumab - RE3_OngoingStudies_POSEIDON,Do you have information on POSEIDON
US - Durvalumab - RE3_OngoingStudies_POSEIDON,POSEIDON 4-yr OS
US - Durvalumab - RE3_OngoingStudies_POSEIDON,imfinzi poseidon
US - Durvalumab - RE3_OngoingStudies_POSEIDON,POSEIDON 5 year OS
US - Durvalumab - RE3_OngoingStudies_POSEIDON,POSEIDON ESMO IO
US - Acalabrutinib - IN3_Heme_DLBCL,acalabrutinib in DLBCL
US - Acalabrutinib - IN3_Heme_DLBCL,Calquence in diffuse large B-cell lymphoma
US - Acalabrutinib - IN3_Heme_DLBCL,Acalabrutinib in ACE-LY-001
US - Acalabrutinib - IN3_Heme_DLBCL,Acalabrutinib in ACE-LY-002
US - Acalabrutinib - IN3_Heme_DLBCL,Can acalabrutinib be used for patients with DLBCL?
US - T-dxd - RE3_PUBLISHEDDATA_PANTUMOR,Enhertu PanTumor
US - T-dxd - RE3_PUBLISHEDDATA_PANTUMOR,Enhertu pan-tumor
US - T-dxd - RE3_PUBLISHEDDATA_PANTUMOR,Enhertu DESTINY-PANTUMOR
US - T-dxd - RE3_PUBLISHEDDATA_PANTUMOR,DESTINY-PanTumor02
US - T-dxd - RE3_PUBLISHEDDATA_PANTUMOR,DESTINY-PanTumor01
US - T-dxd - RE3_PUBLISHEDDATA_PANTUMOR,DESTINY-PANTUMOR results
US - T-dxd - RE3_PUBLISHEDDATA_PANTUMOR,DESTINY-PanTumor results
US - T-dxd - RE3_PUBLISHEDDATA_PANTUMOR,DESTINY-PanTumor02 results
US - T-dxd - RE3_PUBLISHEDDATA_PANTUMOR,DESTINY-PanTumor01 results
US - Osimertinib - RE2_ParticipationOpportunity,Enrollment in TAGRISSO clinical trials?
US - Osimertinib - RE2_ParticipationOpportunity,participation in trial/study
US - Osimertinib - SS3_PatientSupport_EAP,Help with EAP
US - Dato-dxd - RE3_PUBLISHEDDATA_TROPIONLUNG01,TROPION-Lung01 ELCC
US - Dato-dxd - RE3_PUBLISHEDDATA_TROPIONLUNG01,Tropion lung 01 ELCC
US - Dato-dxd - RE3_PUBLISHEDDATA_TROPIONLUNG01,Tropion lung 1 ELCC
US - Dato-dxd - RE3_PUBLISHEDDATA_TROPIONLUNG01,TROPION-Lung01 nonsquamous
US - Dato-dxd - RE3_PUBLISHEDDATA_TROPIONLUNG01,Tropion lung 1 nonsquamous
US - Dato-dxd - RE3_PUBLISHEDDATA_TROPIONLUNG01,TROPION-Lung01 Study Results
US - Olaparib - RE3_PublishedData_PROfound,What is the efficacy and safety in the Profound trial?
US - Olaparib - RE3_PublishedData_PROfound,What are the results of the PROfound trial?
US - Olaparib - RE3_PublishedData_PROfound,What is the trial design of PROfound?
